Date,Description,Original Description,Amount,Transaction Type,Category,Account Name,Labels,Notes
2/19/19,Trader Joe's,TRADER JOE'S #544 QPNEW YORK NY0224266 626-599-3700 320190500021690032,18.87,debit,Groceries,Amex,,
2/19/19,Tst Harp Crown,TST* HARP & CROWN,266.48,debit,Restaurants,Chase Credit Card,,
2/19/19,Septa 30th St,SEPTA 30TH ST STATION,18.5,debit,Public Transportation,Chase Credit Card,,
2/19/19,Uber.com,UBER   *TRIP,8.08,debit,Rental Car & Taxi,Chase Credit Card,,
2/19/19,T-Mobile,T-MOBILE STORE # 265E,10.88,debit,Mobile Phone,Chase Credit Card,,
2/19/19,Wishbone Th,WISHBONE13TH,11.66,debit,Restaurants,Chase Credit Card,,
2/19/19,Venmo,VENMO PAYMENT,65,debit,Transfer,Day to Day Checking,,
2/19/19,Betterment Sec Transfer,BETTERMENT SEC TRANSFER,1000,debit,Transfer,Day to Day Checking,,
2/18/19,Aloft,ALOFT W XYZ REFUEL,7.56,debit,Hotel,Chase Credit Card,,
2/18/19,Wawa,WAWA 8093     00080937,9.92,debit,Gas & Fuel,Chase Credit Card,,
2/18/19,Club Night Pulse,CLUB NIGHT PULSE,8.4,debit,Alcohol & Bars,Chase Credit Card,,
2/18/19,German Is Easy,GERMAN IS EASY GBR,5,debit,Education,Chase Credit Card,,
2/18/19,Concourse Dance Bar,CONCOURSE DANCE BAR,25,debit,Alcohol & Bars,Chase Credit Card,,
2/18/19,Concourse Dance Bar,CONCOURSE DANCE BAR,16,debit,Alcohol & Bars,Chase Credit Card,,
2/18/19,Concourse Dance Bar,CONCOURSE DANCE BAR,8,debit,Alcohol & Bars,Chase Credit Card,,
2/18/19,Uber.com,UBER   *TRIP,6.62,debit,Rental Car & Taxi,Chase Credit Card,,
2/18/19,Club Night Pulse,CLUB NIGHT PULSE,8.4,debit,Alcohol & Bars,Chase Credit Card,,
2/17/19,Pulse Night Club,PULSE NIGHT CLUB,10,debit,Alcohol & Bars,Chase Credit Card,,
2/17/19,Uber.com,UBER   *TRIP LKEJL,24.09,debit,Rental Car & Taxi,Chase Credit Card,,
2/17/19,Uber.com,UBER   *TRIP,14.84,debit,Rental Car & Taxi,Chase Credit Card,,
2/17/19,Draught,DRAUGHT 55,38,debit,Alcohol & Bars,Chase Credit Card,,
2/17/19,Pret A Manger,PRET A MANGER 055,4.34,debit,Fast Food,Chase Credit Card,,
2/17/19,Boltbus,BOLTBUS,15,debit,Travel,Chase Credit Card,,
2/17/19,Boltbus,BOLTBUS,28,debit,Travel,Chase Credit Card,,
2/15/19,Trader Joe's,AplPay TRADER JOE'S NEW YORK NY0243564 626-599-3700 320190460958970881,25.95,debit,Groceries,Amex,,
2/15/19,D'Agostino's,AplPay D'AGOSTINO NEW YORK NY214064134 2126860619 320190460958739493,17.14,debit,Groceries,Amex,,
2/15/19,Udemy,UDEMY ONLINE COURSES,71.94,debit,Tuition,Chase Credit Card,,
2/15/19,Internet Transfer Online,Internet transfer to Online Savings account XXXXXX1686,800,debit,Transfer,Day to Day Checking,,
2/15/19,Internet Transfer Online,Internet transfer to Online Savings account XXXXXX1686,1000,debit,Transfer,Day to Day Checking,,
2/15/19,Payworks Direct Dep,PAYWORKS INC DIRECT DEP~ Future Amount: 2808.2 ~ Tran: DDIR,2808.2,credit,Paycheck,Day to Day Checking,,
2/14/19,Trader Joe's,AplPay TRADER JOE'S NEW YORK NY0036533 626-599-3700 320190450939341658,63.1,debit,Groceries,Amex,,
2/14/19,The UPS Store,THE UPS STORE 1492,74.54,debit,Business Services,Chase Credit Card,,
2/13/19,iTunes,APL* ITUNES.COM/BILL866-712-7753 CA,14.14,debit,Music,Wells Fargo Credit Card,,
2/13/19,D'Agostino's,D'AGOSTINO NEW YORK NY212062070 2126860619 320190440921584593,15.67,debit,Groceries,Amex,,
2/13/19,The UPS Store,THE UPS STORE #5865,27.59,debit,Business Services,Chase Credit Card,,
2/12/19,Underarmour.com Md,underarmour.com 888-727-6687 MD9020399770 888-427-6687 320190430900186188,163.31,debit,Shopping,Amex,,
2/12/19,Fuel Express,FUEL EXPRESS,26.89,debit,Gas & Fuel,Chase Credit Card,,
2/11/19,Berry Park,BERRY PARK,11,debit,Alcohol & Bars,Chase Credit Card,,
2/11/19,Gem Saloon,THE GEM SALOON,16.8,debit,Alcohol & Bars,Chase Credit Card,,
2/11/19,Fuel Express,FUEL EXPRESS,15.23,debit,Gas & Fuel,Chase Credit Card,,
2/11/19,Venmo,VENMO PAYMENT,30,debit,Transfer,Day to Day Checking,,
2/10/19,Interest Paid,Interest Paid,0.2,credit,Interest Income,Day to Day Checking,,
2/10/19,Van Leeuwen Ice,SQ *VAN LEEUWEN ICE CREAM,6.99,debit,Fast Food,Chase Credit Card,,
2/10/19,Uber.com,UBER   *TRIP,30.85,debit,Rental Car & Taxi,Chase Credit Card,,
2/10/19,Uber.com,UBER   *TRIP,13.86,debit,Rental Car & Taxi,Chase Credit Card,,
2/10/19,Uber.com,UBER   *TRIP,6.85,debit,Rental Car & Taxi,Chase Credit Card,,
2/10/19,Uber.com,UBER   *TRIP,5.15,debit,Rental Car & Taxi,Chase Credit Card,,
2/9/19,Prime Video Mi,PRIME VIDEO*MI7UA2N41 888-802-3080 WA6AEMDSFTS7D,3.99,debit,Movies & DVDs,Discover,,
2/8/19,The UPS Store,THE UPS STORE 1492,13.12,debit,Business Services,Chase Credit Card,,
2/8/19,Uber.com,UBER   *TRIP,3.86,debit,Rental Car & Taxi,Chase Credit Card,,
2/7/19,Shake Shack,SHAKE SHACK 1101,17.5,debit,Fast Food,Chase Credit Card,,
2/7/19,MTA,MTA*METROCARD MACHINE,10,debit,Public Transportation,Chase Credit Card,,
2/7/19,Health Food,HEALTH FOOD STORE 00NEW YORK NY99999999037 2122289133 320190380830252734,4.69,debit,Health & Fitness,Amex,,
2/7/19,Venmo,VENMO PAYMENT,33.25,debit,Transfer,Day to Day Checking,,
2/7/19,Venmo,VENMO PAYMENT,7.68,debit,Transfer,Day to Day Checking,,
2/7/19,Venmo,VENMO PAYMENT,13.36,debit,Transfer,Day to Day Checking,,
2/6/19,Marlin Cleaners,MARLIN CLEANERS,22.5,debit,Laundry,Chase Credit Card,,
2/6/19,The UPS Store,THE UPS STORE 1492,56,debit,Business Services,Chase Credit Card,,
2/6/19,Venmo,VENMO PAYMENT,78,debit,Transfer,Day to Day Checking,,
2/6/19,Venmo Cashout,VENMO CASHOUT,207.34,credit,Income,Day to Day Checking,,
2/5/19,T-Mobile,TMOBILE*AUTO PAY 800-937-8997 WA,117.25,debit,Mobile Phone,Wells Fargo Credit Card,,
2/5/19,3rd Ave Deli,3RD AVE DELI,2.99,debit,Restaurants,Chase Credit Card,,
2/5/19,Duane Reade,DUANE READE #14169,20.76,debit,Pharmacy,Chase Credit Card,,
2/5/19,Uber.com,UBER   *,4.95,debit,Rental Car & Taxi,Chase Credit Card,,
2/5/19,Betterment Sec Transfer,BETTERMENT SEC TRANSFER,1000,debit,Transfer,Day to Day Checking,,
2/4/19,Uber.com,UBER   *,5,debit,Rental Car & Taxi,Chase Credit Card,,
2/4/19,Macchina,Macchina,93.48,debit,Restaurants,Chase Credit Card,,
2/4/19,Nyctaxisbv,NYCTAXISBV195,18.95,debit,Rental Car & Taxi,Chase Credit Card,,
2/4/19,Belfry,THE BELFRY,30.13,debit,Alcohol & Bars,Chase Credit Card,,
2/4/19,Oscar Insurance,Oscar Insurance PURCHASE,162.09,debit,Financial,Day to Day Checking,,
2/4/19,Internet Transfer Online,Internet transfer from Online Savings account XXXXXX1686,1000,credit,Transfer,Day to Day Checking,,
2/3/19,Maison Pickle,MAISON PICKLE,202.33,debit,Restaurants,Chase Credit Card,,
2/3/19,Uber.com,UBER   *,28.74,debit,Rental Car & Taxi,Chase Credit Card,,
2/2/19,Codecademy Ny,CODECADEMY 347-988-2082 NY,21.76,debit,Education,Wells Fargo Credit Card,,
2/2/19,Trader Joe's,AplPay TRADER JOE'S NEW YORK NY0266091 626-599-3700 320190330744527677,53.8,debit,Groceries,Amex,,
2/1/19,Nysc Irving Place,NYSC-IRVING PLACE 212-477-1800,59.95,debit,Gym,Wells Fargo Credit Card,,
2/1/19,Apple,GREEN APPLE 37,14.96,debit,Electronics & Software,Chase Credit Card,,
2/1/19,Sp Globalone,SP * GLOBALONE,2,debit,Coffee Shops,Chase Credit Card,,
2/1/19,Venmo,VENMO PAYMENT,1725,debit,Transfer,Day to Day Checking,,
1/31/19,Spotify,Spotify USA 646-8375380 NY,9.99,debit,Music,Wells Fargo Credit Card,,
1/31/19,Interest Paid,Interest Paid,0.02,credit,Interest Income,Investor Checking,,
1/31/19,CVS,CVS/PHARMACY #02556,5.19,debit,Pharmacy,Chase Credit Card,,
1/31/19,General Nutrition Centers,GNC #06659,62.99,debit,Groceries,Chase Credit Card,,
1/31/19,GrubHub Seamless,SEAMLSSHERBSTHAIBISTR,36.59,debit,Food & Dining,Chase Credit Card,,
1/31/19,Payworks Direct Dep,PAYWORKS INC DIRECT DEP~ Future Amount: 2850.2 ~ Tran: DDIR,2850.2,credit,Paycheck,Day to Day Checking,,
1/30/19,Poketeria,SQ *POKETERIA,12.52,debit,Restaurants,Chase Credit Card,,
1/29/19,Jya Cleaners,JYA CLEANERS,15,debit,Laundry,Chase Credit Card,,
1/28/19,Udemy,UDEMY ONLINE COURSES,9.99,debit,Tuition,Chase Credit Card,,
1/28/19,Discover E,DISCOVER E-PAYMENT,133.21,debit,Credit Card Payment,Day to Day Checking,,
1/28/19,Gap Gap Epay,Gap Visa Gap EPAY~ Future Amount: 42.93 ~ Tran: ACHDW,42.93,debit,Credit Card Payment,Day to Day Checking,,
1/27/19,Health Food,HEALTH FOOD STORE 00NEW YORK NY99999999026 2122289133 320190270651258959,5.19,debit,Health & Fitness,Amex,,
1/27/19,Health Food,HEALTH FOOD STORE 00NEW YORK NY99999999026 2122289133 320190270653022926,5.19,debit,Health & Fitness,Amex,,
1/27/19,Amazon,AMAZON.COM*MB5467ST1 AMZN.COM/BILLWA56GOAZAOX7B,21.72,debit,Shopping,Discover,,
1/27/19,3rd Ave Deli,3RD AVE DELI,16,debit,Restaurants,Chase Credit Card,,
1/27/19,Uber.com,UBER   *,4.54,debit,Rental Car & Taxi,Chase Credit Card,,
1/27/19,Tst Ruby,TST* RUBY'S,24.95,debit,Restaurants,Chase Credit Card,,
1/27/19,Maison Kayser,MAISON KAYSER 6,11.74,debit,Restaurants,Chase Credit Card,,
1/26/19,iTunes,APL* ITUNES.COM/BILL866-712-7753 CA,2.17,debit,Music,Wells Fargo Credit Card,,
1/26/19,Amazon,AMAZON PRIME AMZN.COM/BILLWA3CJSXOSG24H,14.14,debit,Shopping,Discover,,
1/26/19,Trader Joe's,AplPay TRADER JOE'S NEW YORK NY0273301 626-599-3700 320190260631313757,43.82,debit,Groceries,Amex,,
1/25/19,Amazon,AMAZON.COM*MB77136U1 AMZN.COM/BILLWA6MQ5VK2WU2V,21.76,debit,Shopping,Discover,,
1/25/19,Citi Bike Nyc,CITI BIKE NYC 855-245-3311 NY,16.27,debit,Credit Card Payment,Wells Fargo Credit Card,,
1/25/19,GrubHub Seamless,SEAMLSSJINKITCHENANDB,68.55,debit,Food & Dining,Chase Credit Card,,
1/25/19,Www Payworks.com,WWW.PAYWORKS.COM,16.55,debit,Gift,Chase Credit Card,,
1/25/19,Transfer to Amex,AMEX EPAYMENT ACH PMT,221.2,debit,Credit Card Payment,Day to Day Checking,,
1/25/19,Venmo,VENMO PAYMENT,58,debit,Transfer,Day to Day Checking,,
1/25/19,Venmo Cashout Future,VENMO CASHOUT~ Future Amount: 46 ~ Tran: DDIR,46,credit,Income,Day to Day Checking,,
1/25/19,Chase Epay,CHASE CREDIT CRD EPAY,1391.26,debit,Credit Card Payment,Day to Day Checking,,
1/25/19,Wells Fargo Ccpymt,WELLS FARGO CARD CCPYMT,162.97,debit,Credit Card Payment,Day to Day Checking,,
1/25/19,Venmo Cashout,VENMO CASHOUT,10,credit,Income,Day to Day Checking,,
1/24/19,Online Ach Thank,ONLINE ACH PAYMENT - THANK YOU,162.97,credit,Credit Card Payment,Wells Fargo Credit Card,,
1/24/19,Online Payment,ONLINE PAYMENT THANK YOU,42.93,credit,Credit Card Payment,Gap Credit Card,,
1/24/19,Internet Thank You,INTERNET PAYMENT - THANK YOU,133.21,credit,Credit Card Payment,Discover,,
1/24/19,Transfer from Day to Day Checking,ONLINE PAYMENT - THANK YOU 320190240609325089,221.2,credit,Credit Card Payment,Amex,,
1/24/19,Thank You Web,Payment Thank You - Web,1391.26,credit,Credit Card Payment,Chase Credit Card,,
1/24/19,Venmo,VENMO PAYMENT,33.25,debit,Transfer,Day to Day Checking,,
1/24/19,Venmo,VENMO PAYMENT,44.41,debit,Transfer,Day to Day Checking,,
1/23/19,Transfer from Checking,eCheck Deposit,998.45,credit,Transfer,Day to Day Checking,,
1/23/19,Wework,WEWORK,3.5,debit,Fast Food,Chase Credit Card,,
1/22/19,Amazon,AMZN MKTP US*MB8AF0BK1 AMZN.COM/BILLWA3CDUPXFNOFD,41.22,debit,Shopping,Discover,,
1/22/19,Uber.com,UBER   *,3.56,debit,Rental Car & Taxi,Chase Credit Card,,
1/22/19,Venmo,VENMO PAYMENT,50,debit,Transfer,Day to Day Checking,,
1/21/19,Health Food,HEALTH FOOD STORE 00NEW YORK NY99999999020 2122289133 320190210559791348,13.18,debit,Health & Fitness,Amex,,
1/20/19,Prime Video Mb,PRIME VIDEO*MB82K1TT2 888-802-3080 WA33WHSE27Z74,3.99,debit,Movies & DVDs,Discover,,
1/20/19,iTunes,APL* ITUNES.COM/BILL866-712-7753 CA,7.61,debit,Music,Wells Fargo Credit Card,,
1/20/19,Uber.com,UBER   *,3.76,debit,Rental Car & Taxi,Chase Credit Card,,
1/19/19,Trader Joe's,AplPay TRADER JOE'S NEW YORK NY0207475 626-599-3700 320190190525401761,64.48,debit,Groceries,Amex,,
1/18/19,Health Food,HEALTH FOOD STORE,5.37,debit,Health & Fitness,Chase Credit Card,,
1/18/19,Walgreens,WALGREENS #7675,24.69,debit,Pharmacy,Chase Credit Card,,
1/17/19,D'Agostino's,D'AGOSTINO NEW YORK NY116035166 2126860619 320190170492059057,4.19,debit,Groceries,Amex,,
1/17/19,Poketeria,SQ *POKETERIA,14.1,debit,Restaurants,Chase Credit Card,,
1/17/19,Jacob Javits Cc,JACOB JAVITS CC CONCESS 0,15,debit,Fast Food,Chase Credit Card,,
1/17/19,Uber.com,UBER   *,2.99,debit,Rental Car & Taxi,Chase Credit Card,,
1/17/19,Uber.com,UBER   *,4.45,debit,Rental Car & Taxi,Chase Credit Card,,
1/17/19,Uber.com,UBER   *,3.66,debit,Rental Car & Taxi,Chase Credit Card,,
1/16/19,Uber.com,UBER   *,5.31,debit,Rental Car & Taxi,Chase Credit Card,,
1/16/19,Uber.com,UBER   *,2.99,debit,Rental Car & Taxi,Chase Credit Card,,
1/16/19,Uber.com,UBER   *,2.99,debit,Rental Car & Taxi,Chase Credit Card,,
1/16/19,Betterment Sec Transfer,BETTERMENT SEC TRANSFER,2800,debit,Transfer,Day to Day Checking,,
1/15/19,Nuthouse Hardware,NUTHOUSE HARDWARE,1.73,debit,Home,Chase Credit Card,,
1/15/19,3rd Ave Deli,3RD AVE DELI,11.49,debit,Restaurants,Chase Credit Card,,
1/15/19,Uber.com,UBER   *,69.43,debit,Rental Car & Taxi,Chase Credit Card,,
1/15/19,Crowning Laundromat,CROWNING LAUNDROMAT,26.5,debit,Laundry,Chase Credit Card,,
1/15/19,Payworks Direct Dep,PAYWORKS INC DIRECT DEP~ Future Amount: 2850.2 ~ Tran: DDIR,2850.2,credit,Paycheck,Day to Day Checking,,
1/15/19,Requested Transfer Kyle,Requested transfer from KYLE WILTSHIRE Ally Bank Transfer,80,credit,Transfer,Day to Day Checking,,
1/14/19,Internet Transfer Online,Internet transfer from Online Savings account XXXXXX1686,1054.88,credit,Transfer,Day to Day Checking,,
1/14/19,D'Agostino's,D'AGOSTINO NEW YORK NY113027058 2126860619 320190140442621908,44.37,debit,Groceries,Amex,,
1/14/19,Ally Bank Transfer,ALLY BANK $TRANSFER 190111,80,debit,Transfer,Investor Checking,,
1/14/19,Cava Grill,CAVA GRILL PARK AVE S,11.4,debit,Fast Food,Chase Credit Card,,
1/14/19,Kinfolk General,KINFOLK GENERAL,4,debit,Fast Food,Chase Credit Card,,
1/14/19,Lyft,LYFT   *RIDE FRI 11PM,5.61,debit,Rental Car & Taxi,Chase Credit Card,,
1/14/19,Bed Bath & Beyond,BED BATH & BEYOND #42,43.54,debit,Furnishings,Chase Credit Card,,
1/14/19,La Vera Pizza,LA VERA PIZZA.,9.8,debit,Restaurants,Chase Credit Card,,
1/14/19,Venmo Cashout,VENMO CASHOUT,66,credit,Income,Day to Day Checking,,
1/14/19,Apex Clearing Ach,Apex Clearing ACH,1054.88,debit,Transfer,Day to Day Checking,,
1/14/19,Venmo Cashout,VENMO CASHOUT,77.33,credit,Income,Day to Day Checking,,
1/13/19,Paragon Athletic Goods,PARAGON ATHLETIC GOODS,141.49,debit,Clothing,Chase Credit Card,,
1/13/19,MTA,MTA*METROCARD MACHINE,10,debit,Public Transportation,Chase Credit Card,,
1/13/19,Axs.com Bowery Prsnts,AXS.COM*BOWERY PRSNTS,89.85,debit,Entertainment,Chase Credit Card,,
1/13/19,Sofar Sounds Llc,SOFAR SOUNDS LLC,25,debit,Alcohol & Bars,Chase Credit Card,,
1/13/19,Uber.com,UBER   *,10.47,debit,Rental Car & Taxi,Chase Credit Card,,
1/13/19,H&M,H&M0098,129.95,debit,Clothing,Chase Credit Card,,
1/13/19,Taxi Svc New,TAXI SVC NEW YORK,9.36,debit,Parking,Chase Credit Card,,
1/13/19,Troys Liquor Bar,TROYS LIQUOR BAR,20,debit,Alcohol & Bars,Chase Credit Card,,
1/13/19,Uber.com,UBER   *TRIP EA2VZ,3.94,debit,Rental Car & Taxi,Chase Credit Card,,
1/12/19,Bnn Rp Flatiron,BNN RP-FLATIRON NEW YORK NY M CONTEMPORARY,42.93,debit,Clothing,Gap Credit Card,,
1/11/19,Trader Joe's,AplPay TRADER JOE'S NEW YORK NY0032759 626-599-3700 320190110396297273,19.4,debit,Groceries,Amex,,
1/11/19,GrubHub Seamless,SEAMLSSSHUHANJUCHINES,66.03,debit,Food & Dining,Chase Credit Card,,
1/10/19,Interest Paid,Interest Paid,3.86,credit,Interest Income,Day to Day Checking,,
1/10/19,Metrotennis Te,METROTENNIS COMMUNITY TE,80,debit,Sports,Chase Credit Card,,
1/9/19,iTunes,APL*ITUNES.COM/BILL 800-275-2273CA,14.14,debit,Music,Wells Fargo Credit Card,,
1/9/19,Amazon,AMZN MKTP US*MB8HP53F0 AMZN.COM/BILLWA6WUWV5DRZ9X,14.14,debit,Shopping,Discover,,
1/9/19,Amazon,AMZN MKTP US*MB2XO33Q1 AMZN.COM/BILLWA6I5CQJV37FY,29.99,debit,Shopping,Discover,,
1/9/19,Amazon,AMZN MKTP US*MB8PD63N0 AMZN.COM/BILLWA618R8KF61AI,8.8,debit,Shopping,Discover,,
1/9/19,Requested Transfer Kyle,Requested transfer to KYLE WILTSHIRE (CAPITAL ONE N.A. MMA S,8920.13,debit,Transfer,Day to Day Checking,,
1/9/19,Transfer to General Savings,Internet transfer to Online Savings account XXXXXX1686,14559.47,debit,Transfer,Day to Day Checking,,
1/9/19,Transfer to General Savings,Internet transfer to Online Savings account XXXXXX1686,495,debit,Transfer,Day to Day Checking,,
1/9/19,CVS,CVS/PHARMACY #02556,28.87,debit,Pharmacy,Chase Credit Card,,
1/9/19,Sofar Sounds Llc,SOFAR SOUNDS LLC,25,debit,Restaurants,Chase Credit Card,,
1/8/19,D'Agostino's,AplPay D'AGOSTINO NEW YORK NY10702611846 2126860619 320190080347884902,19.98,debit,Groceries,Amex,,
1/8/19,Sofar Sounds Llc,SOFAR SOUNDS LLC,50,debit,Restaurants,Chase Credit Card,,
1/8/19,Mamouns Falafel,MAMOUNS FALAFEL,8.17,debit,Restaurants,Chase Credit Card,,
1/8/19,Uber.com,UBER   *,3.28,debit,Rental Car & Taxi,Chase Credit Card,,
1/7/19,Uber.com,UBER   *,4.15,debit,Rental Car & Taxi,Chase Credit Card,,
1/7/19,Uber.com,UBER   *,4.09,debit,Rental Car & Taxi,Chase Credit Card,,
1/6/19,D'Agostino's,AplPay D'AGOSTINO NEW YORK NY105024152 2126860619 320190060314015237,15.48,debit,Groceries,Amex,,
1/6/19,J.Crew,J. CREW #540,43.01,debit,Clothing,Chase Credit Card,,
1/6/19,Health Food,HEALTH FOOD STORE,4.99,debit,Health & Fitness,Chase Credit Card,,
1/6/19,Turkish Kitchen,TURKISH KITCHEN,32.31,debit,Restaurants,Chase Credit Card,,
1/6/19,iTunes,APL*ITUNES.COM/BILL,5.99,debit,Music,Chase Credit Card,,
1/5/19,T-Mobile,TMOBILE*AUTO PAY 800-937-8997 WA,114.96,debit,Mobile Phone,Wells Fargo Credit Card,,
1/4/19,Spotify,Spotify USA 646-8375380 NY,9.99,debit,Music,Wells Fargo Credit Card,,
1/4/19,Trader Joe's,AplPay TRADER JOE'S NEW YORK NY0279145 626-599-3700 320190040285893922,40.12,debit,Groceries,Amex,,
1/4/19,Nanoosh Ave,NANOOSH - MADISON AVE,11.16,debit,Restaurants,Chase Credit Card,,
1/4/19,Nysc Murray Hill,NYSC-MURRAY HILL,74.95,debit,Gym,Chase Credit Card,,
1/4/19,Venmo,VENMO PAYMENT,34.67,debit,Transfer,Investor Checking,,
1/4/19,Venmo,VENMO PAYMENT,75.24,debit,Transfer,Investor Checking,,
1/4/19,Venmo,VENMO PAYMENT,75.46,debit,Transfer,Investor Checking,,
1/3/19,GrubHub Seamless,SEAMLSSSHUHANJUCHINES,16.28,debit,Food & Dining,Chase Credit Card,,
1/3/19,Codecademy,CODECADEMY,21.76,debit,Education,Chase Credit Card,,
1/3/19,CVS,CVS/PHARMACY #07186,7.99,debit,Pharmacy,Chase Credit Card,,
1/3/19,Wells Fargo Ifi,WELLS FARGO IFI DDA TO DDA 010219,250,credit,Income,Investor Checking,,
1/3/19,Venmo,VENMO PAYMENT,20.4,debit,Transfer,Investor Checking,,
1/2/19,Transfer to General Savings,Internet transfer to Online Savings account XXXXXX1686,100,debit,Transfer,Day to Day Checking,,
1/2/19,MTA,MTA*METROCARD MACHINE,3,debit,Public Transportation,Chase Credit Card,,
1/2/19,Venmo,VENMO PAYMENT,104.66,debit,Transfer,Investor Checking,,
1/2/19,Venmo,VENMO PAYMENT,97.58,debit,Transfer,Investor Checking,,
1/1/19,Audible.com,AUDIBLE US 888-283-5051 NJ5IGX30ERPHC,14.95,debit,Books,Discover,,
1/1/19,Quip Nyc,QUIP NYC INC,45,debit,Personal Care,Chase Credit Card,,
1/1/19,CVS,CVS/PHARMACY #02962,9.57,debit,Pharmacy,Chase Credit Card,,
1/1/19,Rik Ser Trincity,RIK SER-TRINCITY MAL,29.71,debit,Restaurants,Chase Credit Card,,
1/1/19,NJT Mobile,NJT MOBILE 3001,12.25,debit,Public Transportation,Chase Credit Card,,
1/1/19,Tst Dostorosny 23rd,TST* DOSTOROSNY-23RD&PARK,14.42,debit,Restaurants,Chase Credit Card,,
1/1/19,Uber.com,UBER   *TRIP 7D5VB,14.28,debit,Rental Car & Taxi,Chase Credit Card,,
